time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:02.046711,3239746,1676381762,46666949,,15.0, 38.0, 24.0, 3.0, 7.0, 8.0, 20.0, 30.0, 88.0, 30.0, 5.0, 6.0, 2.0, 124.0, 8.0, 19.0, 12.0, 10.0, 27.0, 13.0, 2.0, 14.0, 5.0, 13.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 39.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 77.0, 605.0, 8.0, 138.0, 20.0, 29.0, 203.0, 33.0, 73.0, 41.0, 16.0, 16.0, 3660.0, 63.0, 34.0, 42.0, 3.0, 10.0, 11.0, 13.0, 35.0, 15.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.047717,3239747,1676381762,47663342,,13.0, 38.0, 24.0, 3.0, 6.0, 8.0, 19.0, 30.0, 88.0, 31.0, 5.0, 5.0, 2.0, 124.0, 8.0, 19.0, 15.0, 10.0, 28.0, 15.0, 2.0, 13.0, 5.0, 13.0, 2.0, 3.0, 14.0, 3.0, 2.0, 75.0, 36.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 71.0, 77.0, 606.0, 8.0, 138.0, 20.0, 30.0, 203.0, 32.0, 75.0, 41.0, 16.0, 16.0, 3662.0, 62.0, 32.0, 42.0, 4.0, 10.0, 11.0, 13.0, 35.0, 15.0, 20.0, 15.0, 6.0
2023/02/15/00:36:02.048710,3239748,1676381762,48663876,,13.0, 37.0, 25.0, 3.0, 6.0, 8.0, 20.0, 30.0, 88.0, 28.0, 5.0, 6.0, 2.0, 125.0, 9.0, 19.0, 15.0, 10.0, 27.0, 15.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 38.0, 278.0, 2.0, 8.0, 1.0, 3.0, 1.0, 4077.0, 72.0, 76.0, 610.0, 9.0, 138.0, 20.0, 31.0, 203.0, 33.0, 73.0, 41.0, 15.0, 16.0, 3662.0, 62.0, 34.0, 43.0, 3.0, 11.0, 10.0, 13.0, 35.0, 14.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.049731,3239749,1676381762,49672152,,14.0, 46.0, 24.0, 3.0, 7.0, 9.0, 20.0, 31.0, 87.0, 29.0, 5.0, 6.0, 2.0, 125.0, 8.0, 19.0, 14.0, 10.0, 26.0, 15.0, 2.0, 13.0, 4.0, 15.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 38.0, 278.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 76.0, 610.0, 8.0, 138.0, 20.0, 32.0, 204.0, 32.0, 73.0, 41.0, 16.0, 16.0, 3663.0, 62.0, 34.0, 42.0, 3.0, 11.0, 10.0, 12.0, 35.0, 14.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.050736,3239750,1676381762,50675504,,13.0, 38.0, 24.0, 3.0, 7.0, 8.0, 20.0, 31.0, 88.0, 28.0, 5.0, 5.0, 1.0, 123.0, 8.0, 19.0, 16.0, 10.0, 27.0, 15.0, 2.0, 12.0, 4.0, 15.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 37.0, 276.0, 2.0, 8.0, 1.0, 3.0, 1.0, 4077.0, 71.0, 76.0, 614.0, 8.0, 138.0, 20.0, 32.0, 202.0, 33.0, 73.0, 40.0, 16.0, 16.0, 3663.0, 61.0, 34.0, 41.0, 3.0, 11.0, 11.0, 13.0, 35.0, 14.0, 21.0, 17.0, 6.0
2023/02/15/00:36:02.051747,3239751,1676381762,51673984,,14.0, 38.0, 24.0, 3.0, 7.0, 8.0, 20.0, 32.0, 89.0, 28.0, 5.0, 6.0, 1.0, 125.0, 8.0, 20.0, 16.0, 10.0, 27.0, 14.0, 2.0, 13.0, 4.0, 15.0, 2.0, 2.0, 14.0, 4.0, 2.0, 75.0, 37.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 76.0, 616.0, 8.0, 138.0, 20.0, 32.0, 203.0, 32.0, 73.0, 40.0, 16.0, 16.0, 3663.0, 62.0, 34.0, 42.0, 3.0, 11.0, 11.0, 13.0, 35.0, 15.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.052739,3239752,1676381762,52675662,,13.0, 37.0, 24.0, 3.0, 7.0, 8.0, 19.0, 31.0, 89.0, 28.0, 5.0, 5.0, 1.0, 125.0, 8.0, 19.0, 14.0, 10.0, 28.0, 14.0, 2.0, 14.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 76.0, 38.0, 278.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 74.0, 77.0, 622.0, 8.0, 138.0, 20.0, 34.0, 203.0, 32.0, 73.0, 41.0, 15.0, 16.0, 3664.0, 62.0, 34.0, 42.0, 3.0, 11.0, 11.0, 13.0, 35.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.053711,3239753,1676381762,53661417,,13.0, 38.0, 24.0, 3.0, 7.0, 8.0, 19.0, 32.0, 88.0, 27.0, 5.0, 5.0, 2.0, 124.0, 8.0, 19.0, 16.0, 10.0, 26.0, 14.0, 2.0, 13.0, 5.0, 14.0, 2.0, 2.0, 13.0, 4.0, 2.0, 75.0, 36.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 76.0, 624.0, 7.0, 138.0, 19.0, 34.0, 202.0, 32.0, 71.0, 41.0, 16.0, 16.0, 3663.0, 62.0, 34.0, 41.0, 3.0, 11.0, 11.0, 13.0, 35.0, 16.0, 20.0, 16.0, 6.0
2023/02/15/00:36:02.054729,3239754,1676381762,54675795,,13.0, 38.0, 24.0, 3.0, 7.0, 8.0, 19.0, 31.0, 88.0, 26.0, 5.0, 5.0, 2.0, 125.0, 8.0, 19.0, 16.0, 10.0, 28.0, 13.0, 2.0, 12.0, 5.0, 14.0, 2.0, 2.0, 15.0, 3.0, 2.0, 75.0, 36.0, 278.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 71.0, 77.0, 630.0, 8.0, 138.0, 19.0, 36.0, 203.0, 32.0, 73.0, 41.0, 16.0, 16.0, 3663.0, 62.0, 34.0, 42.0, 3.0, 11.0, 11.0, 13.0, 36.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.055719,3239755,1676381762,55665317,,14.0, 38.0, 25.0, 4.0, 6.0, 9.0, 18.0, 32.0, 89.0, 27.0, 5.0, 6.0, 2.0, 124.0, 8.0, 19.0, 16.0, 10.0, 26.0, 15.0, 2.0, 12.0, 5.0, 15.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 36.0, 277.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 76.0, 632.0, 8.0, 138.0, 19.0, 37.0, 203.0, 32.0, 74.0, 41.0, 16.0, 16.0, 3664.0, 62.0, 34.0, 42.0, 3.0, 11.0, 10.0, 13.0, 36.0, 16.0, 21.0, 15.0, 5.0
2023/02/15/00:36:02.056719,3239756,1676381762,56674774,,14.0, 37.0, 24.0, 3.0, 6.0, 8.0, 20.0, 32.0, 90.0, 26.0, 5.0, 6.0, 2.0, 125.0, 8.0, 19.0, 16.0, 10.0, 28.0, 15.0, 2.0, 12.0, 5.0, 15.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 36.0, 277.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4078.0, 71.0, 77.0, 639.0, 8.0, 137.0, 19.0, 38.0, 202.0, 32.0, 74.0, 42.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 12.0, 11.0, 13.0, 35.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.057708,3239757,1676381762,57664794,,13.0, 38.0, 24.0, 3.0, 7.0, 8.0, 19.0, 31.0, 90.0, 28.0, 5.0, 6.0, 2.0, 126.0, 8.0, 19.0, 16.0, 10.0, 27.0, 14.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 76.0, 36.0, 277.0, 2.0, 9.0, 2.0, 3.0, 1.0, 4079.0, 71.0, 77.0, 643.0, 8.0, 138.0, 20.0, 38.0, 202.0, 32.0, 73.0, 41.0, 16.0, 16.0, 3664.0, 62.0, 34.0, 42.0, 3.0, 12.0, 10.0, 13.0, 36.0, 16.0, 20.0, 16.0, 6.0
2023/02/15/00:36:02.058708,3239758,1676381762,58664212,,15.0, 38.0, 24.0, 3.0, 6.0, 9.0, 18.0, 32.0, 88.0, 25.0, 5.0, 5.0, 2.0, 125.0, 8.0, 19.0, 16.0, 10.0, 27.0, 15.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 34.0, 278.0, 2.0, 9.0, 1.0, 3.0, 0.0, 4078.0, 71.0, 77.0, 646.0, 8.0, 138.0, 21.0, 38.0, 202.0, 33.0, 72.0, 41.0, 16.0, 16.0, 3665.0, 62.0, 31.0, 42.0, 3.0, 11.0, 10.0, 13.0, 36.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.059808,3239759,1676381762,59753686,,14.0, 37.0, 24.0, 4.0, 6.0, 9.0, 18.0, 32.0, 89.0, 26.0, 5.0, 6.0, 1.0, 125.0, 8.0, 19.0, 15.0, 10.0, 28.0, 15.0, 2.0, 12.0, 5.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 34.0, 277.0, 2.0, 9.0, 1.0, 3.0, 0.0, 4079.0, 71.0, 78.0, 649.0, 8.0, 138.0, 20.0, 37.0, 202.0, 32.0, 75.0, 41.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 12.0, 10.0, 13.0, 36.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.060706,3239760,1676381762,60666265,,13.0, 38.0, 25.0, 3.0, 8.0, 8.0, 18.0, 32.0, 89.0, 27.0, 5.0, 6.0, 2.0, 124.0, 8.0, 19.0, 15.0, 11.0, 27.0, 15.0, 2.0, 13.0, 5.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 34.0, 276.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 79.0, 657.0, 8.0, 138.0, 19.0, 39.0, 202.0, 33.0, 74.0, 41.0, 16.0, 14.0, 3665.0, 62.0, 34.0, 41.0, 4.0, 11.0, 10.0, 13.0, 35.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.061723,3239761,1676381762,61676413,,13.0, 37.0, 25.0, 4.0, 6.0, 8.0, 18.0, 32.0, 88.0, 26.0, 5.0, 6.0, 2.0, 125.0, 8.0, 19.0, 15.0, 10.0, 27.0, 15.0, 2.0, 12.0, 4.0, 15.0, 2.0, 2.0, 14.0, 3.0, 2.0, 76.0, 35.0, 277.0, 2.0, 10.0, 0.0, 3.0, 1.0, 4079.0, 72.0, 80.0, 659.0, 8.0, 138.0, 20.0, 40.0, 202.0, 33.0, 74.0, 40.0, 16.0, 16.0, 3664.0, 62.0, 34.0, 42.0, 3.0, 13.0, 10.0, 13.0, 35.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.062707,3239762,1676381762,62665962,,13.0, 37.0, 25.0, 3.0, 6.0, 8.0, 18.0, 32.0, 88.0, 27.0, 5.0, 5.0, 1.0, 124.0, 8.0, 19.0, 16.0, 10.0, 27.0, 15.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 76.0, 36.0, 276.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 80.0, 658.0, 8.0, 137.0, 20.0, 42.0, 202.0, 32.0, 72.0, 41.0, 15.0, 14.0, 3665.0, 62.0, 36.0, 42.0, 3.0, 11.0, 10.0, 11.0, 35.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.063733,3239763,1676381762,63677229,,14.0, 37.0, 24.0, 3.0, 6.0, 8.0, 18.0, 32.0, 87.0, 26.0, 6.0, 5.0, 2.0, 125.0, 8.0, 19.0, 16.0, 10.0, 26.0, 15.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 4.0, 2.0, 77.0, 37.0, 276.0, 2.0, 9.0, 1.0, 3.0, 0.0, 4078.0, 72.0, 80.0, 659.0, 8.0, 137.0, 19.0, 43.0, 205.0, 32.0, 73.0, 42.0, 16.0, 15.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 10.0, 11.0, 13.0, 35.0, 16.0, 21.0, 16.0, 5.0
2023/02/15/00:36:02.064781,3239764,1676381762,64700052,,16.0, 37.0, 25.0, 3.0, 6.0, 8.0, 18.0, 32.0, 88.0, 26.0, 5.0, 5.0, 2.0, 125.0, 8.0, 19.0, 14.0, 11.0, 28.0, 13.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 36.0, 276.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 71.0, 80.0, 660.0, 8.0, 138.0, 19.0, 44.0, 203.0, 33.0, 74.0, 42.0, 17.0, 16.0, 3664.0, 61.0, 34.0, 42.0, 3.0, 11.0, 11.0, 12.0, 35.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.065845,3239765,1676381762,65729307,,14.0, 38.0, 25.0, 3.0, 6.0, 8.0, 18.0, 32.0, 90.0, 26.0, 5.0, 5.0, 2.0, 125.0, 8.0, 19.0, 16.0, 10.0, 26.0, 14.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 15.0, 3.0, 2.0, 77.0, 36.0, 276.0, 2.0, 9.0, 0.0, 3.0, 1.0, 4078.0, 72.0, 80.0, 663.0, 10.0, 138.0, 19.0, 44.0, 202.0, 33.0, 74.0, 42.0, 16.0, 15.0, 3665.0, 62.0, 33.0, 40.0, 3.0, 12.0, 10.0, 13.0, 35.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.066745,3239766,1676381762,66695792,,14.0, 38.0, 25.0, 3.0, 6.0, 9.0, 18.0, 32.0, 89.0, 25.0, 5.0, 6.0, 1.0, 124.0, 8.0, 19.0, 15.0, 10.0, 27.0, 14.0, 2.0, 12.0, 5.0, 13.0, 2.0, 2.0, 14.0, 4.0, 2.0, 77.0, 37.0, 276.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 81.0, 664.0, 8.0, 139.0, 19.0, 44.0, 203.0, 32.0, 73.0, 42.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 40.0, 3.0, 12.0, 10.0, 13.0, 35.0, 16.0, 20.0, 16.0, 6.0
2023/02/15/00:36:02.067748,3239767,1676381762,67702065,,15.0, 37.0, 25.0, 3.0, 6.0, 8.0, 19.0, 32.0, 90.0, 25.0, 5.0, 6.0, 2.0, 125.0, 8.0, 20.0, 14.0, 11.0, 26.0, 14.0, 2.0, 12.0, 5.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 37.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 80.0, 668.0, 8.0, 137.0, 20.0, 43.0, 204.0, 33.0, 74.0, 44.0, 16.0, 17.0, 3664.0, 61.0, 34.0, 41.0, 3.0, 11.0, 10.0, 13.0, 35.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.068721,3239768,1676381762,68668852,,14.0, 37.0, 24.0, 3.0, 6.0, 9.0, 19.0, 32.0, 89.0, 25.0, 5.0, 5.0, 2.0, 124.0, 8.0, 21.0, 16.0, 10.0, 28.0, 13.0, 3.0, 12.0, 4.0, 15.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 37.0, 276.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 81.0, 670.0, 8.0, 137.0, 19.0, 42.0, 203.0, 32.0, 73.0, 42.0, 16.0, 15.0, 3665.0, 62.0, 34.0, 41.0, 3.0, 12.0, 10.0, 11.0, 35.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.069756,3239769,1676381762,69713560,,15.0, 37.0, 24.0, 3.0, 6.0, 8.0, 18.0, 32.0, 87.0, 25.0, 5.0, 6.0, 2.0, 124.0, 8.0, 21.0, 15.0, 10.0, 27.0, 14.0, 2.0, 12.0, 5.0, 14.0, 2.0, 2.0, 15.0, 3.0, 2.0, 77.0, 37.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 80.0, 673.0, 9.0, 138.0, 17.0, 42.0, 205.0, 34.0, 74.0, 42.0, 16.0, 14.0, 3665.0, 62.0, 34.0, 41.0, 3.0, 12.0, 11.0, 13.0, 35.0, 16.0, 21.0, 14.0, 6.0
2023/02/15/00:36:02.070709,3239770,1676381762,70666116,,16.0, 37.0, 25.0, 3.0, 6.0, 8.0, 18.0, 33.0, 88.0, 24.0, 5.0, 6.0, 2.0, 125.0, 8.0, 20.0, 16.0, 10.0, 28.0, 14.0, 2.0, 13.0, 5.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 36.0, 276.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4079.0, 71.0, 82.0, 675.0, 8.0, 138.0, 19.0, 45.0, 203.0, 33.0, 76.0, 43.0, 14.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 11.0, 10.0, 13.0, 35.0, 16.0, 20.0, 15.0, 6.0
2023/02/15/00:36:02.071761,3239771,1676381762,71705239,,15.0, 37.0, 25.0, 3.0, 6.0, 8.0, 20.0, 33.0, 90.0, 24.0, 5.0, 6.0, 2.0, 125.0, 7.0, 21.0, 15.0, 11.0, 26.0, 17.0, 3.0, 14.0, 4.0, 14.0, 2.0, 2.0, 14.0, 4.0, 2.0, 74.0, 34.0, 276.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4079.0, 71.0, 81.0, 681.0, 9.0, 138.0, 19.0, 46.0, 203.0, 32.0, 73.0, 43.0, 15.0, 16.0, 3665.0, 61.0, 34.0, 42.0, 3.0, 11.0, 10.0, 13.0, 36.0, 16.0, 21.0, 16.0, 6.0
2023/02/15/00:36:02.072825,3239772,1676381762,72693807,,16.0, 37.0, 25.0, 3.0, 6.0, 8.0, 19.0, 32.0, 89.0, 24.0, 5.0, 6.0, 1.0, 124.0, 7.0, 20.0, 16.0, 10.0, 26.0, 14.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 75.0, 35.0, 277.0, 2.0, 9.0, 0.0, 3.0, 1.0, 4077.0, 72.0, 82.0, 683.0, 9.0, 138.0, 20.0, 46.0, 204.0, 32.0, 75.0, 43.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 11.0, 10.0, 13.0, 35.0, 16.0, 19.0, 15.0, 6.0
2023/02/15/00:36:02.073714,3239773,1676381762,73668640,,16.0, 37.0, 24.0, 3.0, 7.0, 6.0, 19.0, 33.0, 89.0, 24.0, 5.0, 6.0, 2.0, 123.0, 7.0, 21.0, 14.0, 10.0, 28.0, 14.0, 2.0, 14.0, 5.0, 14.0, 2.0, 2.0, 14.0, 4.0, 2.0, 77.0, 34.0, 277.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 83.0, 685.0, 8.0, 138.0, 20.0, 45.0, 202.0, 32.0, 75.0, 42.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 11.0, 10.0, 12.0, 35.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.074892,3239774,1676381762,74820719,,15.0, 38.0, 24.0, 3.0, 6.0, 8.0, 19.0, 33.0, 88.0, 25.0, 5.0, 6.0, 2.0, 124.0, 8.0, 21.0, 16.0, 10.0, 28.0, 14.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 36.0, 278.0, 2.0, 10.0, 0.0, 3.0, 1.0, 4078.0, 72.0, 82.0, 692.0, 8.0, 138.0, 19.0, 46.0, 203.0, 33.0, 75.0, 43.0, 16.0, 16.0, 3665.0, 61.0, 34.0, 42.0, 3.0, 11.0, 10.0, 13.0, 35.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.075723,3239775,1676381762,75672320,,15.0, 37.0, 25.0, 3.0, 6.0, 9.0, 20.0, 33.0, 89.0, 23.0, 5.0, 6.0, 2.0, 124.0, 7.0, 21.0, 16.0, 10.0, 26.0, 13.0, 2.0, 14.0, 4.0, 14.0, 2.0, 2.0, 13.0, 3.0, 2.0, 76.0, 37.0, 277.0, 2.0, 10.0, 1.0, 3.0, 0.0, 4079.0, 71.0, 83.0, 694.0, 8.0, 138.0, 19.0, 47.0, 203.0, 33.0, 75.0, 43.0, 16.0, 15.0, 3665.0, 61.0, 34.0, 42.0, 3.0, 11.0, 9.0, 13.0, 35.0, 15.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.076772,3239776,1676381762,76711860,,13.0, 37.0, 25.0, 3.0, 7.0, 8.0, 20.0, 33.0, 89.0, 25.0, 6.0, 5.0, 2.0, 125.0, 8.0, 21.0, 15.0, 10.0, 26.0, 14.0, 2.0, 12.0, 5.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 37.0, 278.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 83.0, 697.0, 8.0, 138.0, 19.0, 47.0, 203.0, 32.0, 75.0, 43.0, 16.0, 15.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 12.0, 10.0, 13.0, 35.0, 15.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.077722,3239777,1676381762,77667603,,14.0, 37.0, 24.0, 3.0, 6.0, 8.0, 19.0, 33.0, 87.0, 24.0, 5.0, 6.0, 1.0, 125.0, 7.0, 20.0, 16.0, 10.0, 28.0, 13.0, 2.0, 14.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 38.0, 278.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4079.0, 71.0, 84.0, 697.0, 8.0, 138.0, 20.0, 48.0, 204.0, 32.0, 75.0, 43.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 12.0, 10.0, 13.0, 36.0, 15.0, 21.0, 14.0, 6.0
2023/02/15/00:36:02.078708,3239778,1676381762,78663160,,14.0, 37.0, 25.0, 3.0, 7.0, 8.0, 20.0, 33.0, 89.0, 24.0, 5.0, 6.0, 1.0, 125.0, 8.0, 20.0, 16.0, 11.0, 28.0, 14.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 37.0, 278.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4078.0, 71.0, 85.0, 705.0, 9.0, 138.0, 20.0, 49.0, 205.0, 32.0, 75.0, 43.0, 16.0, 15.0, 3665.0, 61.0, 34.0, 41.0, 3.0, 12.0, 11.0, 13.0, 35.0, 16.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.079718,3239779,1676381762,79671358,,15.0, 38.0, 25.0, 3.0, 6.0, 8.0, 20.0, 33.0, 87.0, 24.0, 5.0, 6.0, 2.0, 125.0, 7.0, 21.0, 16.0, 9.0, 28.0, 15.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 13.0, 3.0, 2.0, 75.0, 37.0, 277.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 83.0, 709.0, 9.0, 138.0, 20.0, 51.0, 204.0, 33.0, 75.0, 44.0, 14.0, 16.0, 3665.0, 61.0, 34.0, 42.0, 3.0, 12.0, 11.0, 13.0, 35.0, 15.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.080710,3239780,1676381762,80664256,,14.0, 38.0, 25.0, 3.0, 4.0, 9.0, 21.0, 33.0, 87.0, 25.0, 5.0, 5.0, 2.0, 124.0, 8.0, 20.0, 16.0, 11.0, 26.0, 14.0, 2.0, 13.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 76.0, 37.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 84.0, 710.0, 9.0, 138.0, 21.0, 50.0, 206.0, 33.0, 75.0, 44.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 42.0, 3.0, 11.0, 10.0, 14.0, 35.0, 16.0, 20.0, 15.0, 6.0
2023/02/15/00:36:02.081715,3239781,1676381762,81672389,,14.0, 38.0, 25.0, 3.0, 6.0, 8.0, 19.0, 33.0, 86.0, 25.0, 5.0, 5.0, 2.0, 125.0, 8.0, 21.0, 16.0, 11.0, 26.0, 16.0, 2.0, 14.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 37.0, 277.0, 2.0, 9.0, 1.0, 3.0, 1.0, 4078.0, 72.0, 83.0, 716.0, 10.0, 139.0, 20.0, 50.0, 205.0, 33.0, 75.0, 44.0, 15.0, 16.0, 3665.0, 61.0, 34.0, 41.0, 3.0, 11.0, 10.0, 13.0, 35.0, 15.0, 21.0, 15.0, 6.0
2023/02/15/00:36:02.082702,3239782,1676381762,82664156,,15.0, 38.0, 25.0, 3.0, 6.0, 8.0, 20.0, 33.0, 88.0, 24.0, 5.0, 5.0, 2.0, 125.0, 9.0, 21.0, 16.0, 11.0, 28.0, 15.0, 2.0, 12.0, 5.0, 17.0, 2.0, 2.0, 14.0, 3.0, 2.0, 76.0, 37.0, 277.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 85.0, 720.0, 10.0, 138.0, 21.0, 50.0, 205.0, 33.0, 75.0, 45.0, 16.0, 14.0, 3666.0, 62.0, 35.0, 42.0, 3.0, 12.0, 10.0, 14.0, 35.0, 15.0, 20.0, 15.0, 3.0
2023/02/15/00:36:02.083713,3239783,1676381762,83672718,,15.0, 37.0, 25.0, 3.0, 6.0, 8.0, 20.0, 34.0, 88.0, 25.0, 5.0, 6.0, 1.0, 125.0, 8.0, 21.0, 14.0, 11.0, 28.0, 15.0, 2.0, 12.0, 4.0, 14.0, 2.0, 2.0, 14.0, 3.0, 2.0, 77.0, 37.0, 278.0, 2.0, 10.0, 1.0, 3.0, 1.0, 4079.0, 72.0, 85.0, 718.0, 10.0, 138.0, 19.0, 51.0, 205.0, 34.0, 75.0, 45.0, 16.0, 16.0, 3665.0, 62.0, 34.0, 40.0, 3.0, 13.0, 10.0, 16.0, 35.0, 14.0, 21.0, 15.0, 6.0
